구군분류,음식분류,업소명,전화번호,영업시간,좌석수,주차장,홈페이지,가능 외국어,예약여부,유아시설,죄식유무,후식유무,메뉴,간단설명,지하철,버스
달성군,디저트/베이커리,나드리찐빵,053-768-2526,06:30 ~ 21:30,10석,없음(노상주차),없음,"기타 (인도, 네팔)",가능,불가능,가능,불가능,"선물용 찐빵 박스 (22개입) 10,000원  옛날찐빵 (5개) 3,000원쑥찐빵 (5개) 3,000원  흑미찐빵 (5개) 3,000원단호박(고구마앙금)찐빵 (5개) 3,000원  선물용왕만두 박스 (30개입) 15,000원왕만두 (5개) 3,000원  찐교스 박스(80개입) 20,000원김치만두1박스(80개) 20,000원  김치만두 (10개) 3000",대구를 대표하는 가창찐빵골목에 위치하고 있습니다. 가창방향으로 놀러 가실때 방문하기 좋습니다.,주변에 지하철이 없습니다.,"405번, 449번, 452번, 704번, 가창1번, 가창2번"
수성구,양식,더그릴,053-755-8666,12:00 ~ 24:00(일요일 11:00),72,없음. 주변 유료주차이용,없음,"영어 기타 (인도, 네팔)",가능,불가능,불가능,가능,"set 식사(2) 17,000원  고르곤졸라피자+식사(2) 26,000원목살스테이크플레이트+식사(1) 26,000원    스테이트set 1.팬찹스테이크(1)+커틀렛(1) 25,000원팬찹스테이크(1)+스파게티(1) 24,000원  팬찹스테이크(1)+라이스(1) 24,000원",범어역 부근에 위치하고 있는 수제소세지 전문점 입니다.,지하철 2호선 범어역 2번 출구 약 490m,버스 정류장은 `범어역(2번출구)` 정류장이 가장 가깝습니다.
달성군,한식,다사문양역주변 먹거리촌(부곡리매운탕),아래 리스트참조,업소마다 다름,,음식점앞 무료주차,없음,기타 (),가능,불가능,불가능,가능,메기매운탕 메기찜닭백숙 오리구이,부곡리매운탕으로 유명한 [다사문양역 주변 먹거리촌]입니다.접근성이 매우 좋은 곳입니다.,지하철 2호선 문양역,성서3
북구,한식,고니식탁,053-939-5585,11:00 ~ 22:00,24석,경북대학교 주차장/ 노상공용주차장 유료,없음,영어 기타 (베트남어),불가능,불가능,불가능,가능,"유자두루치기(2인분이상) 6,500원  김치찌개/돼지찌개 6,500원김치고기덮밥 7,000원  계란말이 4,000원공깃밥(무한제공) 1,000원",고니식탁은 3가지 한식메뉴만 판매하는 한식 전문점으로 msg를 전혀 사용하지 않습니다.,주변에 지하철이 없습니다.,버스 정류장은 `경북대학교북문건너` 정류장이 가장 가깝습니다.
북구,한식,봉봉치킨,053-218-9922,16:00 ~ 02:00,80석,경북대학교 주차장/ 노상공용주차장 유료,www.bongbongchicken.com,영어 중국어<BR>기타 (프랑스어),가능,불가능,불가능,불가능,"오리지널후라이드치킨 6,900원  바싹크리스피치킨 7,900원순살후라이드치킨 7,900원  순살크리스피치킨 8,900원치즈뿌링클순살크리스피치킨 9,900원 마초킹순살치킨 10,900원치볶이(순살치킨+청양매운떡볶이) 11,900원  화이트어니언치킨 9,900원앵그리핫치킨 11,900원",경대북문에 위치한 봉봉치킨은 100% 국내산 신선한 닭을 사용하는 곳으로 매우 저렴한 가격으로 치킨 1마리를 맛볼 수 있는 치킨요리 전문점입니다.,주변에 지하철이 없습니다.,버스 정류장은 `경북대학교북문건너` 정류장이 가장 가깝습니다.
동구,한식,청송보쌈식왕족발,053-754-5777,12:00 ~ 01:00,100석(룸1),노상공영주차장(유료),0537545777.bdp.kr/,기타 (프랑스어),가능,불가능,불가능,가능,"보쌈식족발 25,000원 ~ 45,000원  매운족발 30,000원 ~ 45,000원냉채족발 30,000원 ~ 45,000원  반반족발 45,000원 ~ 55,000원(족발+냉채족발 / 족발+매운족발 중 선택)막국수 5,000원  비빔막국수 6,000원",청송보쌈식왕족발은 참맛과 푸짐한 왕족발로 유명한 곳으로 다양한 족발요리를 맛볼 수 있는 족발 전문점입니다.,지하철 1호선 동대구역 3번 출구 약 750m,버스 정류장은 `상공회의소앞` 정류장이 가장 가깝습니다.
수성구,양식,버거앤,053-741-8615,11:00 ~ 21:00,36석,3대,0537418615.bdp.kr/,영어 기타 (프랑스어),평일 가능,불가능,불가능,불가능,"오리지널 버거 9,500원  트리플 치즈버거 9,500원하와이안 파인 버거 9,500원  그릴드 새우 버거 10,500원베이컨트리플치즈버거 10500원  낫초치즈버거 10,500원매콤불고기버거 10,500원  더블스테이크버거 12,500원",버거앤은 100% 호주산 육우만을 고집하며 좋은재료로 직접 구워 보관해 놓은 빵을 사용하는 수제 버거 전문점입니다.,지하철 2호선 수성구청역 3번 출구 약 300m,버스 정류장은 `경신고등학교앞` 정류장이 가장 가깝습니다.
달성군,한식,가창한우식육식당,053-764-9992,10:00 ~ 22:00,180석(룸3),30대,없음,영어 기타 (프랑스어),가능,가능,불가능,가능,"치마살(100g) 16,500원  갈비살(100g) 12,500원꽃등심(100g) 8,900원  한우육회비빔밥 10,000원한우불고기(2인이상) 11,000원  한우소고기찌개(2인이상) 11,000원한우영양걀비탕 8,000원  한우사골소고기국밥 7,000원",가창한우식육식당은 가창 음식지구에 위치하고 있는 국산 참숯 한우구이 전문점입니다.,주변에 지하철이 없습니다.,"버스 정류장은 `스파밸리 1, 2` 정류장이 가장 가깝습니다."
달성군,한식,차목원,053-768-5570,11:00 ~ 21:00,88석(룸2),50대,없음,영어 기타 (프랑스어),가능,불가능,불가능,가능,"차목원정식 20,000원  꼬막정식 15,000원모듬전(육전+키조개+꼬막전) 40,000원 ~ 60,000원  꼬막비빔밥 8,000원꼬막된장찌개 10,000원  바지락탕10,000원(계절음식)",차목원은 벌교 꼬막음식 전문점입니다.,주변에 지하철이 없습니다.,버스 정류장은 `냉천전원음식점 지구` 정류장이 가장 가깝습니다.
달성군,한식,청궁매운탕,053-521-9595,09:00 ~ 22:00,320명(룸9),30대,없음,영어 기타 (프랑스어),가능,불가능,불가능,가능,"매운탕 25,000원 ~ 42,000원  매기찜 33,000원 ~ 48,000원장어구이(1인분) 30,000원  잡어매운탕 33,000원 ~ 48,000원  잉어찜 35,000원 ~ 45,000원",청궁매운탕은 대구음식박람회 은상을 수상한 맛집으로 이곳만의 육수와 특허받은 천년초메기를 사용하는 매운탕 전문점입니다.,지하철 2호선 문양역 1번 출구 약 200m,버스 정류장은 `문양역앞` 정류장이 가장 가깝습니다.
달성군,한식,교동면옥 현풍점,053-611-5222,11:00 ~ 21:30,124석,40대,www.교동면옥.com,기타 (프랑스어),가능,불가능,불가능,가능,"물냉면 7,000원 비빔냉면 7,000원물/비빔면 8,000원 회냉면 9,000원만두 5,000원 소고기육전 12,000원갈비탕 8,000원 갈비찜 (소)30,000원 (대)40,000원",교동면옥 현풍점은 가마솥육수를 이용한 육전냉면과 갈비탕이 유명한 음식점입니다.,주변에 지하철이 없습니다.,버스 정류장은 `현풍주공아파트앞` 정류장이 가장 가깝습니다.
달성군,한식,아름바다,053-643-5252,11:30 ~ 23:00,160석(룸20),24대,없음,영어 기타 (프랑스어),가능,가능,불가능,가능,"아름바다보쌈 50,000원 ~ 83,000원   [점심특선]아름바다정식(2인이상) 7,000원보쌈정식(2인이상) 10,000원  전복물회정식(2인이상) 15,000원전복탕 38,000원  해물찜 38,000원","아름바다는 보쌈과 해물탕, 해물찜 등을 한번에 맛볼 수 있는 곳으로 100%룸으로 구성되어 있어 더욱 좋은 곳입니다.",주변에 지하철이 없습니다.,버스 정류장은 `달성군선거관리위원회앞` 정류장이 가장 가깝습니다.
달성군,한식,서민회식당,053-636-7804,12:00 ~ 23:30,76석(룸6),9대,없음,기타 (프랑스어),가능,불가능,불가능,가능,"광어/세꼬시/우럭 35,000원 ~ 60,000원  밀치/모듬 30,000원 ~ 60,000원방어 시세  특세꼬시 40,000원 ~ 70,000원밀치무침/우럭무침 25,000원 ~ 60,000원  꼬막 25,000원 ~ 50,000원참가자미 60,000원 ~ 150,000원  도다리 60,000원 ~ 150,000원자연산잡어 50,000원 ~ 100,000원  모듬해산물 30,000원 ~ 50,000원황제탕 50,000원 ~ 95,000원  점심특선 - 물회 12,000원점심특선 - 회덮밥 10,000원   ※포장배달가능 25,000~",서민회식당은 95년 오픈한 100% 활어 전문횟집으로 양많고 저렴해서 소문난집입니다.,주변에 지하철이 없습니다.,버스 정류장은 `화원농협주유소건너 ` 정류장이 가장 가깝습니다.
달성군,한식,마당집가든,053-582-5730,1100 ~ 22:00,100석(룸3),50대,없음,기타 (프랑스어),가능,불가능,불가능,가능,"쭈삼불고기 (대) 35,000원 (소) 15,000원  삼겹살(150g) 8,000원목살(150g) 7,000원  돼지찌개 7,000원갈치정식 8,000원","하빈면 터줏대감이 운영하는 14년의 역사를 가진 쭈삼불고기, 삼겹살 전문점 입니다.",주변에 지하철이 없습니다.,버스 정류장은 `하빈농협입구` 정류장이 가장 가깝습니다.
달성군,한식,숲속의집,053-768-8201,10:30 ~21:00 (동절기 11~19),118석(룸7),30대,없음,영어 기타 (프랑스어),가능(여름시즌 10명이상 예약가능),불가능,불가능,가능,"촌닭백숙 45,000원  촌닭도리탕 45,000원촌닭찜 45,000원  생오리로스 38,000원오리불고기 38,000원  생삼겹살 9,000원미나리전 7,000원  정구지전 7,000원생미나리비빔밥 7,000원  칼국수 6,000원","가창 헐티재 가는길 정대숲에 위치한 곳으로 닭도리탕, 닭백숙 전문입니다.",주변에 지하철이 없습니다.,버스 정류장은 `정대숲` 정류장이 가장 가깝습니다.
북구,한식,울산정자참가자미회,053-381-3553,11:00 ~ 23:00,100석(룸17),15대,없음,기타 (프랑스어),가능,불가능,불가능,가능,"참가자미 (小) 40,000원 ~ (大) 65,000원  노란가자미 (小) 55,000원~(大) 75,000원자연산잡어 (小) 55,000원~(大) 75,000원 문어숙회/소라숙회 (中) 40,000원 (大) 50,000원해물모듬 40,000원 전복구이 50,000원밍크고래 60,000원 ~ 100,000원  울산정자 스페셜 100,000원 ~ 130,000원점심특선 회특정식 25,000원 점심특선 회정식 15,000원점심특선 물회 12,000원  점심특선 광어초밥+우동 12,000원점심특선 생대구탕/생우럭탕 12,000원",일본풍 실내장식이 인상적인데 대형 횟집의 번잡함과 달리 방마다 분리가 잘 되어 있어 조용하고 오붓하게 음식을 즐길 수 있다.,주변에 지하철이 없습니다.,버스 정류장은 `북대구초등학교 건너` 정류장이 가장 가깝습니다.
동구,한식,만수정,053-985-1814,09:00~21:00,80석(룸2),20대,없음,영어 기타 (프랑스어),가능,불가능,불가능,가능,"전복탕 18,000원  장어탕 18,000원얼큰장어탕 18,000원  장어양념구이 (1마리) 40,000원장어소금구이 (1마리) 40,000원  특미꿩만두국 8,000원전복갈비탕 13,000원  갈비탕 10,000원찰전복밥 16,000원  전복회/전복구이 32,000원",만수정은 장어가 통째로 들어가는 장어탕 전문점입니다.,주변에 지하철이 없습니다.,버스 정류장은 `봉무공원앞` 정류장이 가장 가깝습니다.
동구,양식,수다,053-981-4771,11:30 ~ 21:00,160석(룸2),100대,없음,기타 (프랑스어),가능,불가능,불가능,불가능,"까르보나라 16,000원  치킨크림파스타 16,000원해물크림파스타 16,000원  해물올리브파스타 16,000원해물토마토파스타 16,000원  목살스테이크샐러드 19,000원닭가슴살 스테이크샐러드 19,000원  콰트로고르곤졸라피자 19,000원샐러드마르게리타피자 19,000원  버섯샐러드15,000원연어샐러드 15,000원","동화사 정문에 위치한 1층은 카페, 2층은 레스토랑으로 구성된 음식점으로 파스타와 피자 등 다양한 양식요리를 맛볼 수 있습니다.",주변에 지하철이 없습니다.,버스 정류장은 `동화사입구앞` 정류장이 가장 가깝습니다.
동구,한식,고산정삼계탕,053-962-6699,10:00 ~ 22:00,140석,40대,없음,기타 (프랑스어),가능,가능,불가능,가능,"영양삼계탕 13,000원 산삼배양근 삼계탕 16,000원송이삼계탕 16,000원 전복삼계탕 19,000원황제삼계탕 25,000원 순살찜닭 25,000원고디탕(4~9월) 6,000원  전복굴국밥(10~3월) 7,000원굴튀김(10~3월) 20,000원  철판똥집 8,000원",고산정삼계탕은 다양한 종류의 삼계탕을 판매하는 삼계탕 전문점입니다.,지하철 1호선 각산역 4번 출구 약 150m,버스 정류장은 `동호육교2` 정류장이 가장 가깝습니다.
동구,한식,반야월 연근사랑 협동조합,053-964-0912,09:00 ~ 21:00,40석(룸1),노상주차,blog.naver.com/hjj5525,영어 기타 (프랑스어),가능,불가능,불가능,가능,"연근한정식 홍련상 15,000원  연근한정식 백련상 25,000원연잎수육 20,000원  연근수제비 5,000원연근해물전 10,000원  연근 비빔밥 7,000원왕건백숙 50,000원",반야월 특산물인 연근을 홍보하고자 만든 예비적사회기업으로 갓 수확한 연근으로 신선한 음식을 마드는 연근요리 전문점입니다.,지하철 1호선 각산역 2번 출구 약 660m,버스 정류장은 `상록아파트` 정류장이 가장 가깝습니다.
북구,한식,단골식당,053-424-8349,07:00 ~ 21:00,80석(룸2),유료공용주차장,없음,기타 (프랑스어),평일가능,불가능,불가능,불가능,"돼지불고기(1인분) 5,000원  공기밥 1,000원",단골식당은 45년 이상의 전통의 연탄 불고기 전문점으로 `백종원의 3대 천왕`에 출연한 석쇠에 구운 연탄 돼지불고기가 유명한 음식점입니다.,지하철 1호선 칠성시장역 2번 출구 약 100m,버스 정류장은 `칠성시장역` 정류장이 가장 가깝습니다.
달성군,한식,황제해물문어보쌈 화원점,053-644-7775,10:00 ~ 22:00,200석(룸3),60대,www.juemperor.com,영어 기타 (프랑스어),가능,가능,불가능,가능,"황제해물보쌈 50,000원  황제해물문어보쌈 70,000원굴보쌈 38,000원 ~ 50,000원  칡보쌈 31,000원 ~ 44,000원황제한방해신탕 100,000원 ~ 130,000원   [점심특선]곤드레돌솥밥정식 12,000원곤드레돌솥밥문어정식 17,000원  보쌈정식 9,000원육쌈냉면 8,000원  황제칼국수+공기밥 6,000원황제문어보쌈 45,000원","대중적인 보쌈메뉴와 문어, 해물등이 결합되어 한번에 맛볼 수 있는 음식점입니다.",지하철 1호선 대곡역 1번 출구 약 200m,대곡역(한라하우젠트앞) 정류장이 가장 가까운 버스 정류장입니다.
수성구,일식,남강회초밥,053-767-2233,12:00 ~ 22:00,80석(룸13),20대,없음,기타 (프랑스어),가능,불가능,불가능,가능,"특초밥 30,000원  초밥 20,000원생대구탕(지리) 20,000원  회덮밥 20,000원물회 20,000원  전복죽 15,000원와다밥 15,000원  메밀(소바) 10,000원알밥 7,000원  우동 7,000원특모듬회 50,000원  주방장스페셜 65,000원광어/우럭 50,000원  참돔 65,000원전복회 65,000원  남강스페셜(코스요리) 100,000원남강(코스요리) 80,000원  메밀세트(튀김+구이) 20,000원","들안길에 위치한 회초밥 전문점으로 초밥, 생선회, 코스요리, 일품요리 등 다양한 일식요리를 맛볼 수 있습니다. 2015 대구시 지정 나트륨 줄이기 실천음식점 입니다.",지하철 3호선 수성못역 1번출구 약 1km,버스 정류장은 `덕화중학교앞` 정류장이 가장 가깝습니다.
수성구,한식,정아칼치,053-768-9277,10:30 ~ 22:30,56석(룸6),10대,없음,영어 기타 (프랑스어),가능,불가능,불가능,가능,"칼치찌개+양념게장 50,000원  칼치구이+양념게장 50,000원칼치찌개+칼치구이 55,000원  칼치찌개 20,000원칼치구이 20,000원  양념게장 15,000원고등어찌개 15,000원  고등어구이 15,000원꽃게탕 35,000원",이름을 건 정직한 손맛!  100% 국내산 칼치만을 사용하는 칼치요리 전문점입니다.,지하철 3호선 황금역 1번출구 약 870m,버스 정류장은 `KT상동지사건너` 정류장이 가장 가깝습니다.
중구,한식,우각,053-252-8100,10:00 ~ 22:00,160석(룸9),15대,없음,일본어 기타 (프랑스어),가능,불가능,불가능,가능,"특수부위(100g) 22,000원 갈비살(100g) 15,000원등심(100g) 15,000원 차돌박이(100g) 12,000원생삼겹살(100g) 7,000원 육회 25,000원한우탕 10,000원 육회비빔밥 10,000원불고기정식 10,000원 소고기국밥 6,000원된장찌개 6,000원 냉면 6,000원콩국수 6,000원","우각은 한우고기 전문점으로 1+, 1++의 좋은 품질의 한우만 판매하는 한우고기 전문점입니다.",지하철 2호선 신남역 9번 출구 약 80m,버스 정류장은 `엘디스리젠트호텔앞` 정류장이 가장 가깝습니다.
중구,중식,영발장,053-425-3512,11:30 ~ 20:00,60석,주변 유료주차장 이용,없음,중국어<BR>기타 (프랑스어),가능,불가능,불가능,가능,"짜장면 4,000원  우동 5,000원짬뽕 5,000원  야끼우동 6,000원삼선짬뽕 7,000원  삼선우동 6,000원쟁반짜장(2인분) 12,000원  뽁음밥 6,000원짬뽕밥 6,000원  야끼밥 7,000원잡채밥 7,000원  꾼만두 5,000원탕수육 15.000원  잡채 15,000원깐풍기 20,000원  양장피 30,000원유산슬 35,000원  깐풍새우 30,000원고추잡채 25,000원  팔보채(예약) 50,000원",영발장은 대를 이어 52년째 동안 운영되어온  오래된 정통중화요리 전문점입니다.,지하철 2호선 반월당역 9번 출구 약  90m,버스 정류장은 `봉산문화거리앞` 정류장이 가장 가깝습니다.
남구,한식,양평해장국,053-551-2779,24시,80석(룸2),바로옆 주유소 주차가능,없음,기타 (프랑스어),가능,불가능,가능,가능,"양평해장국 8,000원  소고기해장국 8,000원선지해장국 6,000원  콩나물해장국 6,000원내장탕 9,000원 뚝배기불고기 9,000원모듬수육/양수육/도가니수육 30,000원 ~ 35,000원  양평전골/곱창전골/버섯불고기전골 22,000원 ~ 33,000원양평전골/곱창전골/버섯불고기전골 22,000원 ~ 33,000원",양평해장국은 24시간 운영하는 해장국 전문점으로 다양한 종류의 해장국을 맛볼 수 있는 음식점입니다.,지하철 1호선 명덕역 1번 출구 약 220m  지하철 3호선 명덕역 4번 출구 약 200m,버스 정류장은 `명덕초등학교건너` 정류장이 가장 가깝습니다.
북구,한식,전원숯불 침산점,053-951-1122,11:00 ~ 23:00,180석(룸5),30대,없음,영어 중국어<BR>기타 (프랑스어),가능,가능,불가능,가능,"돼지양념구이(200g) 8,000원  양념목살구이(200g) 8,500원옛날갈비 9,000원  옛날통갈비 9,000원생삼겹살/목살(150g) 9,000원  소고기생갈비(120g) 19,000원마늘양념갈비(120g) 19,000원  한우등심구이(120g) 20,000원특갈비살(120g) 21,000원  안창살/주먹시(100g) 25,000원한우육회(200g) 23,000원  불고기백반/전골 30,000원 ~ 40,000원",한우와 돼지고기 전문점으로 질 좋은 고기만을 공급받아 사용하는 숯불구이 전문점입니다. 2015년 친절음식점에 지정 되었습니다.,주변에 지하철이 없습니다.,버스 정류장은 `시민운동장(축구장건너)` 정류장이 가장 가깝습니다.
북구,한식,녹야원,053-314-6686,10:00 ~ 22:00,100석(룸1),공용주차장 이용가능,www.dasarrim.com,기타 (프랑스어),가능,불가능,불가능,가능,"수라상 25,000원  특정식 15,000원정식 12,000원",차사랑 녹야원은 차를 사랑하는 오너쉐프가 만드는 약선요리를 맛볼 수 있는 곳으로 음식은 약이라는 생각으로 건강한 음식을 연구하는 음식점입니다.,지하철 3호선 팔거역 1번 출구 약 720m,버스 정류장은 `칠곡그린파크2` 정류장이 가장 가깝습니다.
중구,한식,송림식당,053-424-3838,10:00 ~ 21:00,108석(룸2),16대,없음,기타 (프랑스어),가능,불가능,불가능,가능,"복어매운탕(1인분,밥별도) 7,000원 복어지리(1인분,밥별도) 7,000원밀복어탕(1인분,밥별도) 9,000원 복어수육 40,000원모듬회 15,000원 껍질무침 15,000원국수 3,000원 라면 1,000원",송림식당은 48년 이상의 전통을 지닌 복어 요리 전문점입니다.,지하철 1호선 칠성시장역 3번 출구 약 700m,버스 정류장은 `태평상가건너` 정류장이 가장 가깝습니다.
북구,한식,고기한마당,053-952-7671,10:00 ~ 23:00,200석,"8대, 경북대학교 주차장 사용가능",없음,중국어<BR>기타 (프랑스어),가능,불가능,불가능,가능,"양념갈비(600g) 23,900원  양념구이(600g) 14,900원삼겹살/목살/항정살/가브리살/갈매기살(450g) 23,900원  한돈한판(600g) 30,000원황제갈비살(450g) 23,900원  돈찜 6,000원된장찌개비빔밥 6,000원  잔치국수 5,000원돼지찌개 6,000원  청국장 6,000원냉면 6,000원",경북대학교 서문 바로 앞에 위치한 한우와 돼지고기 전문점입니다. 2015년 친절음식점으로 지정 되었습니다.,주변에 지하철이 없습니다.,버스 정류장은 `경북대학교서문앞` 정류장이 가장 가깝습니다.
남구,양식,앞산주택,053-621-3784,10:00 ~ 22:00,60석,11대,www.instagram.com/apsanvilla00,영어 기타 (프랑스어),평일만 가능,불가능,불가능,불가능,"오늘의 파스타 14,000원 ~ 15,000원  리코타치즈피자 16,000원불고기피자 14,000원  함박스테이크 16,000원와규 스테이크 버섯 샐러드 20.000원  아란치니 15,000원나시고랭 15,000원 아보카도스팸밥 12,000원콜드브루 2,000원  따뜻한 아메리카노 3,000원차가운 아메리카노 3,000원",[앞산주택]은 앞산 근처 가정집을 개조하여 만든 캐주얼 다이닝 레스토랑입니다.,주변에 지하철이 없습니다.,버스 정류장은 `대명중학교앞` 정류장이 가장 가깝습니다.
달성군,양식,돈까스클럽(대구달서점),053-642-6886,11:30 ~ 22:00,150석(룸2),50대,www.tonkatsuclub.co.kr/,영어 기타 (프랑스어),가능,불가능,불가능,불가능,"왕돈까스 9,500원  떡볶이돈까스 9,500원불고기까스 8,500원  치즈돈까스 9,500원씨푸드정식(생선+새우) 11,900원  돈까스정식 11,900원샐러드돈까스 9,500원  상하이돈까스 9,500원어린이정식 6,900원  스파게티 9,900원고르곤졸라 13,900원  베이컨포테이토피자 14,900원",돈까스클럽은 패밀리레스토랑 수준의 인테리어와 분위기 속에서 편안하게 식사하실 수 있는 돈까스/스파게티/화덕피자 전문점입니다. 2015년 친절음식점 지정.,주변에 지하철이 없습니다.,버스 정류장은 `명곡미래빌5단지건너` 정류장이 가장 가깝습니다.
달성군,한식,고구려,053-639-6766,11:00 ~ 23:00,120석(룸4),15,없음,영어 기타 (프랑스어),가능,가능,불가능,가능,"산삼(산양)돼지갈비(200g) 8,000원 생삼겹살-국내산(150g) 8,000원한우버섯불고기(200g) 14,000원 한우갈비살(100g) 17,000원항정살-국내산(120g) 8,000원 가브리살-국내산(120g) 8,000원점심특선-한우불고기정식(평일)14,000원",국내산 신선한 냉장육만을 선별하여 14년 이상의 경력의 노하우로 주인이 직접 모든 식재료를 엄선하여 조리하는 업소입니다. 2015년 친절음식점으로 지정되었습니다.,주변에 지하철이 없습니다.,버스 정류장은 `명곡미래빌5단지건너` 정류장이 가장 가깝습니다.
중구,한식,성림복어,053-422-8324,10:00 ~ 22:00,56석(룸1),없음,없음,기타 (프랑스어),가능,불가능,불가능,가능,"대구뽈탕(1인분) 6,000원 복어탕(1인분) 6,000원아구찜 20,000원 ~ 30,000원  가오리찜  20,000원 ~ 30,000원미더덕찜  20,000원 ~ 30,000원 복어찜  20,000원 ~ 30,000원대구뽈찜  20,000원 ~ 30,000원 묵은지찜  20,000원 ~ 30,000원껌질회 10,000원 복수육 20,000원 ~ 30,000원복불고기(1인분) 8,000원 복지리(1인분) 10,000원",성림복어는 34년 이상 운영된 복어요리 전문점입니다.,지하철 1호선 칠성시장역 3번 출구 약 700m,버스 정류장은 `태평상가건너` 정류장이 가장 가깝습니다.
중구,한식,마산식당,053-253-6304,08:00 ~ 22:00,62석(룸1),없음,없음,기타 (프랑스어),가능,불가능,불가능,가능,"돼지국밥 6,000원  순대국밥 6,000원씨락국밥 6,000원  암뽕국밥 7,000원씨락육국수 6,000원  고기밥(1인분) 7,000원암뽕 15,000원  돼지수육 10,000원 ~ 20,000원",마산식당은 84년에 시작된 돼지국밥과 수육 전문점으로 35년 이상 운영하고 있는 오래된 음식점입니다.,지하철 1호선 중앙로역 4번 출구 약 190m,버스 정류장은 `경상감영공원앞` 정류장이 가장 가깝습니다.
남구,한식,돌솥식당,053-652-7686,09:00 ~ 21:00,150석(룸7),10대,없음,영어 기타 (프랑스어),,불가능,불가능,가능,"갈치 돌솥정식 10,000원 옥돔 돌솥정식 12,000원닭백숙(1인분) 10,000원 옻닭(1인분) 13,000원찜닭 30,000원 닭도리탕 30,000원쇠고기버섯찌개 20,000원 오징어볶음 15,000원파전 8,000원  ※ 닭백숙과 옻닭은 2인분부터 주문 가능합니다.",돌솥식당은 36년 이상 운영되어 온 오래된 음식점으로 갈치 돌솥정식과 옥돔 돌솥정식이 유명하며 다양한 닭요리도 즐길 수 있는 돌솥밥 전문점입니다.,주변에 지하철이 없습니다.,버스 정류장은 `대덕문화전당건너` 정류장이 가장 가깝습니다.
남구,한식,앞산할매손칼국수,053-624-3386,10:00 ~ 22:00,62석(룸3),노상주차가능,없음,일본어 기타 (프랑스어),가능,불가능,불가능,가능,"송이칼국수 8,000원  송이수제비 8,000원손칼국수 6,000원  밀수제비 6,000원냉콩국수(여름메뉴) 7,000원  잔치국수 4,500원고기만두 5,000원  메밀전병 8,000원한방수육 20,000원  오징어무침회 15,000원녹두빈대떡 9,000원  부침개 8,000원양미리(겨울메뉴) 10,000원  찹쌀동동주 5,000원 ~ 8,000원",앞산할매손칼국수는 옛 전통을 그대로 계승하여 2대째 18년 이상 운영 중인 손칼국수 전문점입니다.,주변에 지하철이 없습니다.,버스 정류장은 `대덕식당 앞` 정류장이 가장 가깝습니다.
중구,한식,원조할매곰탕집,053-255-1122,07:30 ~ 21:00,60석(룸2),노상주차,없음,기타 (프랑스어),가능,불가능,가능,가능,"곰탕(한우) 13,000원  도가니탕(한우) 17,000원양곰탕(한우) 17,000원  특곰탕(한우) 17,000원우족탕(한우) 22,000원  꼬리곰탕(한우) 22,000원설렁탕(한우) 10,000원  수육(한우) 30,000원 ~ 35,000원양수육(한우) 40,000원  꼬리수육(한우) 55,000원족수육(한우) 55,000원  모듬수육(한우) 60,000원",원조할매곰탕집은 곰탕 전문점으로 한우만을 사용하는 34년 이상의 오래된 음식점입니다.,지하철 1호선 대구역 2번출구에서 약 660m,버스 정류장은 `시민회관건너` 정류장이 가장 가깝습니다.
중구,한식,성주식당,053-254-9545,08:00 ~ 19:00,15석,서문시장 유료주차장 이용,없음,기타 (프랑스어),불가,불가능,불가능,불가능,"수육 15,000원 ~ 20,000원  편육 10,000원수육정식 7,500원  따로국밥 6,500원국밥 6,000원  우동 5,000원",성주식당은 대를 이은 음식점으로 서문시장에 위치한 수육과 국밥 전문점입니다.,지하철 3호선 서문시장역 3번 출구 약 370m,버스 정류장은 `서문시장5지구앞` 정류장이 가장 가깝습니다.
북구,한식,대창숯불갈비,053-356-2800,10:00 ~ 22:00,300석(룸6),14대,없음,영어 기타 (프랑스어),가능,불가능,불가능,가능,"한우갈비살(100g) 20,000원  한우특꽃살(100g) 25,000원한우불고기(1인분) 12,000원  돼지갈비(1인분) 8,000원생삼겹살(1인분) 9,000원  육회 30,000원[점심특선]돌솥밥정식 8,000원 ~ 15,000원  육회비빔밥 10,000원한우갈비탕 8,000원  손반죽냉면 8,000원",대창숯불갈비는 40년 넘게 대를 이어 운영하는 참숯직화방식 숯불구이 전문점입니다.,지하철 3호선 북구청역 4번출구 약 360m,버스 정류장은 `KT북대구지사건너` 정류장이 가장 가깝습니다.
북구,한식,미담,053-326-7889,10:00 ~ 21:30,96석(룸 2),자체주차장 10대,없음,영어 기타 (프랑스어),가능,불가능,불가능,가능,"오순도순(고등어구이,돌솥밥,돼지찌개,라면사리) 12,000원  도란도란(고등어구이,돌솥밥,고추장불고기,된장찌개) 13,000원한상차림(도란도란+낙지볶음+양념게장) 15,000원  고등어정식 10,000원건나물듬뿍돌솥 9,000원  매실숙성고추장불고기 8,000원청국장비빔 7,000원  한우버섯전골 35,000원",매일 밑반찬(국포함) 8가지가 바뀌는 집 밥 같은 음식점 입니다.,지하철 3호선 팔거역 3번출구에서 약 300m,버스는 `한양산호아파트건너`정류장이 가장 가깝습니다.
